age_group,gender,height_category,weight_category,gymorhome,goal,budget,diet_type,workout_plan,diet_plan
senior,male,short,normal,home,stamina,medium,non-vegetarian,Mon: Running in Place; Tue: Burpees; Wed: HIIT Cardio; Thu: HIIT Cardio; Fri: Jump Rope; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Grilled Chicken + Rice; Lunch: Grilled Chicken + Rice; Snacks: Fruit + Nuts; Dinner: Egg Omelette + Toast; Breakfast2: Egg Omelette + Toast; Lunch2: Fruit + Nuts; Snacks2: Fish Soup + Veggies
senior,female,short,underweight,home,stamina,low,vegetarian,Mon: Burpees; Tue: Jump Rope; Wed: Bodyweight Circuit; Thu: Running in Place; Fri: HIIT Cardio; Sat: Jump Rope; Sun: Burpees,Breakfast: Smoothie + Oats; Lunch: Fruit + Nuts; Snacks: Vegetable Wraps + Rice; Dinner: Smoothie + Oats; Breakfast2: Fruit + Nuts; Lunch2: Vegetable Soup + Bread; Snacks2: Vegetable Soup + Bread
middle,male,tall,normal,home,weight-loss,medium,vegan,Mon: High Knees; Tue: Jumping Jacks; Wed: Bodyweight Circuit; Thu: Bodyweight Circuit; Fri: Burpees; Sat: Jumping Jacks; Sun: High Knees,Breakfast: Oatmeal + Almond Milk; Lunch: Lentil Salad + Veg; Snacks: Oatmeal + Almond Milk; Dinner: Tofu Soup + Veggies; Breakfast2: Lentil Salad + Veg; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
senior,female,medium,obese,home,weight-loss,low,vegetarian,Mon: Jumping Jacks; Tue: Mountain Climbers; Wed: Bodyweight Circuit; Thu: Burpees; Fri: Jumping Jacks; Sat: High Knees; Sun: Bodyweight Circuit,Breakfast: Vegetable Salad + Quinoa; Lunch: Lentil Soup + Veggies; Snacks: Fruit + Nuts; Dinner: Oats + Skim Milk + Banana; Breakfast2: Lentil Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Vegetable Salad + Quinoa
teen,male,medium,overweight,home,stamina,medium,non-vegetarian,Mon: HIIT Cardio; Tue: Bodyweight Circuit; Wed: Burpees; Thu: Running in Place; Fri: HIIT Cardio; Sat: Jump Rope; Sun: Bodyweight Circuit,Breakfast: Grilled Chicken + Rice; Lunch: Egg Omelette + Toast; Snacks: Grilled Chicken + Rice; Dinner: Fish Soup + Veggies; Breakfast2: Fish Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Egg Omelette + Toast
middle,male,tall,normal,gym,weight-loss,high,vegan,Mon: Cross Trainer; Tue: Rowing Machine; Wed: Battle Ropes; Thu: Cross Trainer; Fri: Treadmill HIIT; Sat: Treadmill HIIT; Sun: Battle Ropes,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Lentil Salad + Veg; Dinner: Lentil Salad + Veg; Breakfast2: Tofu Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Oatmeal + Almond Milk
young,female,short,normal,gym,stamina,low,vegan,Mon: HIIT Treadmill; Tue: Elliptical; Wed: Circuit Training; Thu: Elliptical; Fri: Jump Rope; Sat: Stair Climber; Sun: Stair Climber,Breakfast: Veggie Soup + Bread; Lunch: Smoothie Bowl; Snacks: Fruit + Nuts; Dinner: Veggie Soup + Bread; Breakfast2: Fruit + Nuts; Lunch2: Smoothie Bowl; Snacks2: Veg Wrap + Rice
middle,female,tall,obese,home,weight-loss,low,vegan,Mon: High Knees; Tue: Mountain Climbers; Wed: Jumping Jacks; Thu: Jumping Jacks; Fri: Bodyweight Circuit; Sat: Mountain Climbers; Sun: High Knees,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Lentil Salad + Veg; Dinner: Tofu Soup + Veggies; Breakfast2: Oatmeal + Almond Milk; Lunch2: Lentil Salad + Veg; Snacks2: Tofu Soup + Veggies
young,female,short,obese,home,stamina,low,vegetarian,Mon: HIIT Cardio; Tue: Jump Rope; Wed: Bodyweight Circuit; Thu: HIIT Cardio; Fri: Running in Place; Sat: Burpees; Sun: Running in Place,Breakfast: Fruit + Nuts; Lunch: Fruit + Nuts; Snacks: Smoothie + Oats; Dinner: Vegetable Wraps + Rice; Breakfast2: Vegetable Wraps + Rice; Lunch2: Vegetable Soup + Bread; Snacks2: Smoothie + Oats
senior,male,tall,normal,gym,flexibility,medium,vegetarian,Mon: Balance Boards; Tue: Balance Boards; Wed: Pilates Machines; Thu: Stretching; Fri: Yoga Machines; Sat: Stretching; Sun: Core Machines,Breakfast: Veg Stir Fry + Rice; Lunch: Fruit + Yogurt; Snacks: Oatmeal + Soy Milk; Dinner: Veg Stir Fry + Rice; Breakfast2: Salads + Tofu; Lunch2: Oatmeal + Soy Milk; Snacks2: Salads + Tofu
teen,female,medium,underweight,gym,weight-loss,high,non-vegetarian,Mon: Spinning; Tue: Rowing Machine; Wed: Treadmill HIIT; Thu: Cross Trainer; Fri: Battle Ropes; Sat: Spinning; Sun: Cross Trainer,Breakfast: Protein Shake + Nuts; Lunch: Chicken + Rice + Veg; Snacks: Protein Shake + Nuts; Dinner: Eggs + Oats + Milk; Breakfast2: Eggs + Oats + Milk; Lunch2: Fish + Sweet Potato; Snacks2: Chicken + Rice + Veg
middle,female,tall,overweight,home,muscle-gain,medium,non-vegetarian,Mon: Push-ups; Tue: Resistance Bands; Wed: Pull-ups; Thu: Pull-ups; Fri: Resistance Bands; Sat: Squats; Sun: Push-ups,Breakfast: Protein Shake + Nuts; Lunch: Fish Stir Fry + Veggies; Snacks: Eggs + Quinoa; Dinner: Chicken Breast + Brown Rice; Breakfast2: Chicken Breast + Brown Rice; Lunch2: Fish Stir Fry + Veggies; Snacks2: Protein Shake + Nuts
senior,male,tall,obese,home,stamina,medium,vegan,Mon: Bodyweight Circuit; Tue: HIIT Cardio; Wed: Bodyweight Circuit; Thu: Running in Place; Fri: Jump Rope; Sat: Burpees; Sun: Jump Rope,Breakfast: Smoothie Bowl; Lunch: Fruit + Nuts; Snacks: Smoothie Bowl; Dinner: Fruit + Nuts; Breakfast2: Veg Wrap + Rice; Lunch2: Veg Wrap + Rice; Snacks2: Veggie Soup + Bread
teen,female,medium,normal,gym,flexibility,high,vegan,Mon: Stretching; Tue: Balance Boards; Wed: Balance Boards; Thu: Yoga Machines; Fri: Yoga Machines; Sat: Core Machines; Sun: Stretching,Breakfast: Salads + Tofu; Lunch: Veg Stir Fry + Rice; Snacks: Oatmeal + Soy Milk; Dinner: Fruit + Almond Yogurt; Breakfast2: Oatmeal + Soy Milk; Lunch2: Salads + Tofu; Snacks2: Fruit + Almond Yogurt
young,female,tall,underweight,home,weight-loss,medium,non-vegetarian,Mon: Jumping Jacks; Tue: Burpees; Wed: Bodyweight Circuit; Thu: Jumping Jacks; Fri: High Knees; Sat: Mountain Climbers; Sun: Bodyweight Circuit,Breakfast: Eggs + Oats + Milk; Lunch: Protein Shake + Nuts; Snacks: Chicken + Rice + Veg; Dinner: Eggs + Oats + Milk; Breakfast2: Protein Shake + Nuts; Lunch2: Chicken + Rice + Veg; Snacks2: Fish + Sweet Potato
teen,female,tall,overweight,gym,muscle-gain,high,vegetarian,Mon: Bench Press; Tue: Bench Press; Wed: Pull-up Bar; Thu: Pull-up Bar; Fri: Deadlift; Sat: Deadlift; Sun: Leg Press,Breakfast: Nuts + Smoothie; Lunch: Paneer + Brown Rice; Snacks: Paneer + Brown Rice; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Chickpeas + Quinoa; Lunch2: Nuts + Smoothie; Snacks2: Tofu Stir Fry + Veggies
senior,male,medium,normal,gym,flexibility,high,non-vegetarian,Mon: Balance Boards; Tue: Yoga Machines; Wed: Yoga Machines; Thu: Pilates Machines; Fri: Balance Boards; Sat: Pilates Machines; Sun: Core Machines,Breakfast: Eggs + Oats; Lunch: Chicken Salad + Quinoa; Snacks: Protein Shake + Nuts; Dinner: Chicken Salad + Quinoa; Breakfast2: Eggs + Oats; Lunch2: Protein Shake + Nuts; Snacks2: Fish + Veg Stir Fry
middle,female,medium,underweight,gym,stamina,high,vegetarian,Mon: Stair Climber; Tue: Elliptical; Wed: Elliptical; Thu: Circuit Training; Fri: Circuit Training; Sat: HIIT Treadmill; Sun: Stair Climber,Breakfast: Smoothie + Oats; Lunch: Fruit + Nuts; Snacks: Vegetable Soup + Bread; Dinner: Vegetable Wraps + Rice; Breakfast2: Vegetable Soup + Bread; Lunch2: Smoothie + Oats; Snacks2: Vegetable Wraps + Rice
teen,female,tall,normal,home,weight-loss,medium,vegetarian,Mon: High Knees; Tue: Burpees; Wed: Bodyweight Circuit; Thu: Mountain Climbers; Fri: Jumping Jacks; Sat: Mountain Climbers; Sun: High Knees,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Fruit + Nuts; Dinner: Lentil Soup + Veggies; Breakfast2: Oats + Skim Milk + Banana; Lunch2: Fruit + Nuts; Snacks2: Oats + Skim Milk + Banana
senior,male,medium,overweight,home,flexibility,low,non-vegetarian,Mon: Stretching; Tue: Yoga Flow; Wed: Pilates Mat; Thu: Stretching; Fri: Balance Exercises; Sat: Yoga Flow; Sun: Mobility Drills,Breakfast: Fish + Veg Stir Fry; Lunch: Protein Shake + Nuts; Snacks: Eggs + Oats; Dinner: Chicken Salad + Quinoa; Breakfast2: Eggs + Oats; Lunch2: Fish + Veg Stir Fry; Snacks2: Chicken Salad + Quinoa
middle,female,tall,normal,home,weight-loss,medium,non-vegetarian,Mon: Mountain Climbers; Tue: Bodyweight Circuit; Wed: Jumping Jacks; Thu: Bodyweight Circuit; Fri: High Knees; Sat: Mountain Climbers; Sun: High Knees,Breakfast: Protein Shake + Nuts; Lunch: Eggs + Oats + Milk; Snacks: Chicken + Rice + Veg; Dinner: Chicken + Rice + Veg; Breakfast2: Protein Shake + Nuts; Lunch2: Eggs + Oats + Milk; Snacks2: Fish + Sweet Potato
middle,male,short,underweight,home,weight-loss,medium,vegetarian,Mon: Burpees; Tue: High Knees; Wed: Burpees; Thu: Mountain Climbers; Fri: High Knees; Sat: Jumping Jacks; Sun: Bodyweight Circuit,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Vegetable Salad + Quinoa; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Oats + Skim Milk + Banana; Snacks2: Lentil Soup + Veggies
young,male,short,obese,home,stamina,medium,non-vegetarian,Mon: HIIT Cardio; Tue: Running in Place; Wed: Running in Place; Thu: Bodyweight Circuit; Fri: Jump Rope; Sat: HIIT Cardio; Sun: Bodyweight Circuit,Breakfast: Fruit + Nuts; Lunch: Fish Soup + Veggies; Snacks: Egg Omelette + Toast; Dinner: Grilled Chicken + Rice; Breakfast2: Egg Omelette + Toast; Lunch2: Grilled Chicken + Rice; Snacks2: Fruit + Nuts
teen,male,tall,underweight,gym,stamina,high,vegan,Mon: Jump Rope; Tue: Circuit Training; Wed: HIIT Treadmill; Thu: Stair Climber; Fri: HIIT Treadmill; Sat: Stair Climber; Sun: Circuit Training,Breakfast: Veg Wrap + Rice; Lunch: Veg Wrap + Rice; Snacks: Veggie Soup + Bread; Dinner: Smoothie Bowl; Breakfast2: Veggie Soup + Bread; Lunch2: Smoothie Bowl; Snacks2: Fruit + Nuts
teen,female,medium,underweight,gym,stamina,high,vegetarian,Mon: Jump Rope; Tue: Stair Climber; Wed: Stair Climber; Thu: Elliptical; Fri: Jump Rope; Sat: HIIT Treadmill; Sun: Elliptical,Breakfast: Smoothie + Oats; Lunch: Vegetable Wraps + Rice; Snacks: Vegetable Soup + Bread; Dinner: Vegetable Wraps + Rice; Breakfast2: Smoothie + Oats; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
senior,male,tall,overweight,home,muscle-gain,medium,vegan,Mon: Push-ups; Tue: Squats; Wed: Lunges; Thu: Pull-ups; Fri: Lunges; Sat: Squats; Sun: Resistance Bands,Breakfast: Nuts + Smoothie; Lunch: Tempeh Stir Fry + Veggies; Snacks: Chickpeas + Brown Rice; Dinner: Nuts + Smoothie; Breakfast2: Tofu + Quinoa; Lunch2: Tofu + Quinoa; Snacks2: Tempeh Stir Fry + Veggies
young,male,tall,normal,home,weight-loss,medium,vegetarian,Mon: High Knees; Tue: Jumping Jacks; Wed: High Knees; Thu: Burpees; Fri: Mountain Climbers; Sat: Mountain Climbers; Sun: Burpees,Breakfast: Vegetable Salad + Quinoa; Lunch: Vegetable Salad + Quinoa; Snacks: Fruit + Nuts; Dinner: Lentil Soup + Veggies; Breakfast2: Lentil Soup + Veggies; Lunch2: Oats + Skim Milk + Banana; Snacks2: Oats + Skim Milk + Banana
young,female,tall,overweight,gym,muscle-gain,low,non-vegetarian,Mon: Pull-up Bar; Tue: Bench Press; Wed: Squat Rack; Thu: Pull-up Bar; Fri: Squat Rack; Sat: Bench Press; Sun: Deadlift,Breakfast: Eggs + Quinoa; Lunch: Chicken Breast + Brown Rice; Snacks: Protein Shake + Nuts; Dinner: Fish Stir Fry + Veggies; Breakfast2: Eggs + Quinoa; Lunch2: Fish Stir Fry + Veggies; Snacks2: Chicken Breast + Brown Rice
middle,male,short,obese,home,muscle-gain,high,vegetarian,Mon: Lunges; Tue: Squats; Wed: Push-ups; Thu: Pull-ups; Fri: Pull-ups; Sat: Push-ups; Sun: Resistance Bands,Breakfast: Paneer + Brown Rice; Lunch: Chickpeas + Quinoa; Snacks: Chickpeas + Quinoa; Dinner: Tofu Stir Fry + Veggies; Breakfast2: Paneer + Brown Rice; Lunch2: Tofu Stir Fry + Veggies; Snacks2: Nuts + Smoothie
teen,female,short,underweight,gym,stamina,low,vegan,Mon: Circuit Training; Tue: Jump Rope; Wed: Elliptical; Thu: Circuit Training; Fri: Stair Climber; Sat: Elliptical; Sun: Jump Rope,Breakfast: Veggie Soup + Bread; Lunch: Smoothie Bowl; Snacks: Fruit + Nuts; Dinner: Fruit + Nuts; Breakfast2: Smoothie Bowl; Lunch2: Veggie Soup + Bread; Snacks2: Veg Wrap + Rice
middle,female,medium,overweight,gym,stamina,high,vegetarian,Mon: Stair Climber; Tue: Circuit Training; Wed: Elliptical; Thu: Jump Rope; Fri: Circuit Training; Sat: Elliptical; Sun: HIIT Treadmill,Breakfast: Smoothie + Oats; Lunch: Fruit + Nuts; Snacks: Vegetable Soup + Bread; Dinner: Smoothie + Oats; Breakfast2: Vegetable Soup + Bread; Lunch2: Fruit + Nuts; Snacks2: Vegetable Wraps + Rice
teen,female,tall,overweight,gym,weight-loss,high,vegetarian,Mon: Spinning; Tue: Battle Ropes; Wed: Battle Ropes; Thu: Cross Trainer; Fri: Treadmill HIIT; Sat: Rowing Machine; Sun: Cross Trainer,Breakfast: Fruit + Nuts; Lunch: Fruit + Nuts; Snacks: Vegetable Salad + Quinoa; Dinner: Oats + Skim Milk + Banana; Breakfast2: Lentil Soup + Veggies; Lunch2: Lentil Soup + Veggies; Snacks2: Vegetable Salad + Quinoa
young,male,tall,normal,home,muscle-gain,medium,vegetarian,Mon: Resistance Bands; Tue: Squats; Wed: Pull-ups; Thu: Push-ups; Fri: Push-ups; Sat: Pull-ups; Sun: Resistance Bands,Breakfast: Paneer + Brown Rice; Lunch: Tofu Stir Fry + Veggies; Snacks: Nuts + Smoothie; Dinner: Nuts + Smoothie; Breakfast2: Paneer + Brown Rice; Lunch2: Chickpeas + Quinoa; Snacks2: Tofu Stir Fry + Veggies
teen,female,medium,normal,gym,weight-loss,low,vegetarian,Mon: Battle Ropes; Tue: Spinning; Wed: Spinning; Thu: Treadmill HIIT; Fri: Battle Ropes; Sat: Cross Trainer; Sun: Rowing Machine,Breakfast: Lentil Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Oats + Skim Milk + Banana; Dinner: Fruit + Nuts; Breakfast2: Lentil Soup + Veggies; Lunch2: Oats + Skim Milk + Banana; Snacks2: Vegetable Salad + Quinoa
middle,male,short,obese,home,weight-loss,low,vegan,Mon: Mountain Climbers; Tue: High Knees; Wed: Bodyweight Circuit; Thu: Burpees; Fri: High Knees; Sat: Mountain Climbers; Sun: Jumping Jacks,Breakfast: Oatmeal + Almond Milk; Lunch: Fruit + Nuts; Snacks: Lentil Salad + Veg; Dinner: Tofu Soup + Veggies; Breakfast2: Tofu Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Oatmeal + Almond Milk
young,female,short,obese,gym,stamina,medium,vegan,Mon: Stair Climber; Tue: Stair Climber; Wed: Elliptical; Thu: Elliptical; Fri: Circuit Training; Sat: Jump Rope; Sun: Circuit Training,Breakfast: Veggie Soup + Bread; Lunch: Veggie Soup + Bread; Snacks: Veg Wrap + Rice; Dinner: Fruit + Nuts; Breakfast2: Smoothie Bowl; Lunch2: Veg Wrap + Rice; Snacks2: Fruit + Nuts
senior,female,short,normal,gym,weight-loss,high,vegan,Mon: Battle Ropes; Tue: Rowing Machine; Wed: Treadmill HIIT; Thu: Cross Trainer; Fri: Treadmill HIIT; Sat: Spinning; Sun: Spinning,Breakfast: Tofu Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Tofu Soup + Veggies; Dinner: Oatmeal + Almond Milk; Breakfast2: Lentil Salad + Veg; Lunch2: Lentil Salad + Veg; Snacks2: Fruit + Nuts
teen,male,short,overweight,gym,stamina,medium,vegan,Mon: Stair Climber; Tue: Elliptical; Wed: HIIT Treadmill; Thu: Circuit Training; Fri: Circuit Training; Sat: Elliptical; Sun: Stair Climber,Breakfast: Veg Wrap + Rice; Lunch: Veggie Soup + Bread; Snacks: Veg Wrap + Rice; Dinner: Veggie Soup + Bread; Breakfast2: Fruit + Nuts; Lunch2: Smoothie Bowl; Snacks2: Fruit + Nuts
teen,female,tall,underweight,gym,stamina,low,vegetarian,Mon: Jump Rope; Tue: Jump Rope; Wed: Stair Climber; Thu: Circuit Training; Fri: Circuit Training; Sat: Elliptical; Sun: HIIT Treadmill,Breakfast: Vegetable Wraps + Rice; Lunch: Smoothie + Oats; Snacks: Fruit + Nuts; Dinner: Vegetable Soup + Bread; Breakfast2: Smoothie + Oats; Lunch2: Fruit + Nuts; Snacks2: Vegetable Soup + Bread
middle,male,medium,obese,gym,weight-loss,medium,vegetarian,Mon: Spinning; Tue: Treadmill HIIT; Wed: Battle Ropes; Thu: Treadmill HIIT; Fri: Cross Trainer; Sat: Cross Trainer; Sun: Battle Ropes,Breakfast: Lentil Soup + Veggies; Lunch: Vegetable Salad + Quinoa; Snacks: Fruit + Nuts; Dinner: Vegetable Salad + Quinoa; Breakfast2: Lentil Soup + Veggies; Lunch2: Oats + Skim Milk + Banana; Snacks2: Oats + Skim Milk + Banana
middle,female,tall,normal,home,stamina,low,non-vegetarian,Mon: Bodyweight Circuit; Tue: HIIT Cardio; Wed: Running in Place; Thu: Running in Place; Fri: Bodyweight Circuit; Sat: Jump Rope; Sun: Burpees,Breakfast: Fish Soup + Veggies; Lunch: Grilled Chicken + Rice; Snacks: Fish Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Fruit + Nuts; Lunch2: Grilled Chicken + Rice; Snacks2: Egg Omelette + Toast
senior,male,medium,normal,home,stamina,low,vegetarian,Mon: HIIT Cardio; Tue: Bodyweight Circuit; Wed: Jump Rope; Thu: Bodyweight Circuit; Fri: Burpees; Sat: Jump Rope; Sun: Running in Place,Breakfast: Vegetable Wraps + Rice; Lunch: Fruit + Nuts; Snacks: Vegetable Soup + Bread; Dinner: Vegetable Wraps + Rice; Breakfast2: Fruit + Nuts; Lunch2: Smoothie + Oats; Snacks2: Smoothie + Oats
young,female,tall,underweight,gym,weight-loss,high,vegan,Mon: Spinning; Tue: Cross Trainer; Wed: Battle Ropes; Thu: Treadmill HIIT; Fri: Rowing Machine; Sat: Spinning; Sun: Rowing Machine,Breakfast: Oatmeal + Almond Milk; Lunch: Lentil Salad + Veg; Snacks: Oatmeal + Almond Milk; Dinner: Tofu Soup + Veggies; Breakfast2: Tofu Soup + Veggies; Lunch2: Fruit + Nuts; Snacks2: Fruit + Nuts
teen,female,tall,normal,gym,flexibility,high,vegan,Mon: Yoga Machines; Tue: Core Machines; Wed: Stretching; Thu: Pilates Machines; Fri: Yoga Machines; Sat: Balance Boards; Sun: Balance Boards,Breakfast: Salads + Tofu; Lunch: Salads + Tofu; Snacks: Oatmeal + Soy Milk; Dinner: Veg Stir Fry + Rice; Breakfast2: Fruit + Almond Yogurt; Lunch2: Veg Stir Fry + Rice; Snacks2: Fruit + Almond Yogurt
young,male,medium,underweight,home,weight-loss,low,vegan,Mon: Burpees; Tue: Mountain Climbers; Wed: Bodyweight Circuit; Thu: Bodyweight Circuit; Fri: Jumping Jacks; Sat: High Knees; Sun: High Knees,Breakfast: Tofu Soup + Veggies; Lunch: Lentil Salad + Veg; Snacks: Fruit + Nuts; Dinner: Lentil Salad + Veg; Breakfast2: Oatmeal + Almond Milk; Lunch2: Fruit + Nuts; Snacks2: Oatmeal + Almond Milk
young,female,medium,underweight,gym,weight-loss,low,vegan,Mon: Spinning; Tue: Treadmill HIIT; Wed: Treadmill HIIT; Thu: Battle Ropes; Fri: Spinning; Sat: Rowing Machine; Sun: Cross Trainer,Breakfast: Tofu Soup + Veggies; Lunch: Fruit + Nuts; Snacks: Oatmeal + Almond Milk; Dinner: Lentil Salad + Veg; Breakfast2: Oatmeal + Almond Milk; Lunch2: Lentil Salad + Veg; Snacks2: Tofu Soup + Veggies
middle,male,tall,underweight,home,flexibility,low,vegetarian,Mon: Yoga Flow; Tue: Balance Exercises; Wed: Stretching; Thu: Mobility Drills; Fri: Stretching; Sat: Mobility Drills; Sun: Yoga Flow,Breakfast: Oatmeal + Soy Milk; Lunch: Veg Stir Fry + Rice; Snacks: Fruit + Yogurt; Dinner: Fruit + Yogurt; Breakfast2: Veg Stir Fry + Rice; Lunch2: Salads + Tofu; Snacks2: Oatmeal + Soy Milk
young,female,tall,obese,gym,muscle-gain,high,vegetarian,Mon: Leg Press; Tue: Squat Rack; Wed: Deadlift; Thu: Bench Press; Fri: Bench Press; Sat: Leg Press; Sun: Pull-up Bar,Breakfast: Nuts + Smoothie; Lunch: Tofu Stir Fry + Veggies; Snacks: Paneer + Brown Rice; Dinner: Nuts + Smoothie; Breakfast2: Chickpeas + Quinoa; Lunch2: Chickpeas + Quinoa; Snacks2: Tofu Stir Fry + Veggies
teen,male,medium,obese,gym,weight-loss,medium,non-vegetarian,Mon: Battle Ropes; Tue: Battle Ropes; Wed: Spinning; Thu: Rowing Machine; Fri: Treadmill HIIT; Sat: Cross Trainer; Sun: Spinning,Breakfast: Chicken + Rice + Veg; Lunch: Fish + Sweet Potato; Snacks: Eggs + Oats + Milk; Dinner: Fish + Sweet Potato; Breakfast2: Eggs + Oats + Milk; Lunch2: Chicken + Rice + Veg; Snacks2: Protein Shake + Nuts
senior,male,short,overweight,gym,weight-loss,high,non-vegetarian,Mon: Rowing Machine; Tue: Spinning; Wed: Rowing Machine; Thu: Battle Ropes; Fri: Spinning; Sat: Treadmill HIIT; Sun: Battle Ropes,Breakfast: Eggs + Oats + Milk; Lunch: Chicken + Rice + Veg; Snacks: Protein Shake + Nuts; Dinner: Fish + Sweet Potato; Breakfast2: Eggs + Oats + Milk; Lunch2: Chicken + Rice + Veg; Snacks2: Fish + Sweet Potato
teen,female,medium,overweight,home,flexibility,medium,non-vegetarian,Mon: Pilates Mat; Tue: Mobility Drills; Wed: Stretching; Thu: Balance Exercises; Fri: Yoga Flow; Sat: Yoga Flow; Sun: Mobility Drills,Breakfast: Fish + Veg Stir Fry; Lunch: Eggs + Oats; Snacks: Protein Shake + Nuts; Dinner: Chicken Salad + Quinoa; Breakfast2: Eggs + Oats; Lunch2: Protein Shake + Nuts; Snacks2: Chicken Salad + Quinoa
senior,female,tall,normal,gym,flexibility,high,non-vegetarian,Mon: Balance Boards; Tue: Core Machines; Wed: Balance Boards; Thu: Yoga Machines; Fri: Core Machines; Sat: Stretching; Sun: Stretching,Breakfast: Chicken Salad + Quinoa; Lunch: Fish + Veg Stir Fry; Snacks: Fish + Veg Stir Fry; Dinner: Eggs + Oats; Breakfast2: Chicken Salad + Quinoa; Lunch2: Eggs + Oats; Snacks2: Protein Shake + Nuts
middle,male,tall,underweight,gym,stamina,low,non-vegetarian,Mon: Jump Rope; Tue: Elliptical; Wed: Jump Rope; Thu: HIIT Treadmill; Fri: Elliptical; Sat: Stair Climber; Sun: Stair Climber,Breakfast: Egg Omelette + Toast; Lunch: Fish Soup + Veggies; Snacks: Fish Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Egg Omelette + Toast; Lunch2: Fruit + Nuts; Snacks2: Grilled Chicken + Rice
young,male,medium,obese,gym,flexibility,high,vegan,Mon: Pilates Machines; Tue: Yoga Machines; Wed: Balance Boards; Thu: Core Machines; Fri: Pilates Machines; Sat: Balance Boards; Sun: Yoga Machines,Breakfast: Veg Stir Fry + Rice; Lunch: Salads + Tofu; Snacks: Salads + Tofu; Dinner: Oatmeal + Soy Milk; Breakfast2: Veg Stir Fry + Rice; Lunch2: Fruit + Almond Yogurt; Snacks2: Fruit + Almond Yogurt
young,female,short,underweight,home,stamina,high,non-vegetarian,Mon: Burpees; Tue: HIIT Cardio; Wed: Bodyweight Circuit; Thu: Running in Place; Fri: Running in Place; Sat: Jump Rope; Sun: Jump Rope,Breakfast: Fish Soup + Veggies; Lunch: Grilled Chicken + Rice; Snacks: Egg Omelette + Toast; Dinner: Grilled Chicken + Rice; Breakfast2: Fruit + Nuts; Lunch2: Egg Omelette + Toast; Snacks2: Fish Soup + Veggies
teen,female,tall,overweight,home,stamina,medium,non-vegetarian,Mon: Bodyweight Circuit; Tue: Burpees; Wed: Running in Place; Thu: Burpees; Fri: Jump Rope; Sat: Bodyweight Circuit; Sun: HIIT Cardio,Breakfast: Egg Omelette + Toast; Lunch: Grilled Chicken + Rice; Snacks: Fish Soup + Veggies; Dinner: Fruit + Nuts; Breakfast2: Fish Soup + Veggies; Lunch2: Egg Omelette + Toast; Snacks2: Fruit + Nuts
middle,male,tall,normal,home,muscle-gain,low,vegetarian,Mon: Resistance Bands; Tue: Resistance Bands; Wed: Squats; Thu: Squats; Fri: Push-ups; Sat: Pull-ups; Sun: Push-ups,Breakfast: Tofu Stir Fry + Veggies; Lunch: Chickpeas + Quinoa; Snacks: Chickpeas + Quinoa; Dinner: Paneer + Brown Rice; Breakfast2: Tofu Stir Fry + Veggies; Lunch2: Paneer + Brown Rice; Snacks2: Nuts + Smoothie
